,Name,key,Style,Style Key,Brewery,Description,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,brewery_review_exists,Beer Name (Full),beer_review_exists
2161,Tiger Beer,2412,Lager - European Pale,57,Asia Pacific Breweries Ltd.,"Notes:Tiger was born on the hot streets of Singapore – the tropical island city state – a busy trading destination and melting pot of Asian, Indian, and British influences and culture. The ‘tropical lagering’ process brews a bravely creative and unpretentious lager. The result is the intensely refreshing, full-bodied taste of one of the world’s fastest growing premium beers.	",5.0,2.71,18,25,30,40,7,24,49,15,6,17,53,9,81,1,Asia Pacific Breweries Ltd. Tiger Beer,1
2162,Zywiec BeerZywiec Breweries PLC (Heineken),2413,Lager - European Pale,57,Zywiec Breweries PLC (Heineken),Notes:,5.6,3.08,18,25,28,26,7,38,44,17,2,22,57,4,51,1,Zywiec Breweries PLC (Heineken) Zywiec Beer,1
2163,Kingfisher Premium Lager,2414,Lager - European Pale,57,United Breweries - UB Group,Notes:,4.8,2.81,18,25,17,16,8,26,20,8,0,6,39,10,36,1,United Breweries - UB Group Kingfisher Premium Lager,1
2164,Estrella Damm,2415,Lager - European Pale,57,Damm S. A.,Notes:,5.4,2.84,18,25,16,16,4,23,20,9,3,10,44,8,38,1,Damm S. A. Estrella Damm,1
2166,Mythos Hellenic Lager Beer,2417,Lager - European Pale,57,Mythos Breweries S.A.,Notes:,4.7,2.72,18,25,24,22,3,36,20,3,5,3,70,13,63,1,Mythos Breweries S.A. Mythos Hellenic Lager Beer,1
2167,Irish Style Lager,2418,Lager - European Pale,57,Rogue Ales,"Notes:7 Ingredients:Malts: Great Western Pale, Crystal -15, Wheat & Acidulated Malts.Hops: Sterling.Yeast & Water: Czech Pils Yeast & Free Range Coastal Water.12º PLATO28 IBU75 AA9.8º Lovibond	",5.0,3.62,18,25,25,41,7,44,27,30,4,23,79,2,77,1,Rogue Ales Kells Irish Style Lager,1
2168,Efes Pilsener,2419,Lager - European Pale,57,Anadolu Efes Brewery,Notes:,5.0,3.12,18,25,26,30,9,31,26,14,3,7,67,7,67,1,Anadolu Efes Brewery Efes Pilsener,1
2170,Quilmes,2421,Lager - European Pale,57,Cervecería y Maltería Quilmes / Grupo Bemberg,Notes:,4.9,2.67,18,25,12,21,4,23,13,6,1,6,32,3,45,1,Cervecería y Maltería Quilmes / Grupo Bemberg Quilmes,1
2172,Steinlager,2423,Lager - European Pale,57,New Zealand Breweries Limited,Notes:,4.8,2.86,18,25,23,26,6,33,24,18,2,16,50,5,48,1,New Zealand Breweries Limited Steinlager,1
2173,O.K. BeerBrowar Okocim S.A. (Carlsberg),2424,Lager - European Pale,57,Browar Okocim S.A. (Carlsberg),Notes:,5.6,3.47,18,25,21,20,8,37,36,10,4,8,62,9,72,1,Browar Okocim S.A. (Carlsberg) O.K. Beer,1
2174,Baltika #3 Classic,2425,Lager - European Pale,57,Baltika Breweries,Notes:,4.8,3.0,18,25,17,25,8,15,48,12,3,15,18,1,51,1,Baltika Breweries Baltika #3 Classic,1
2175,Oranjeboom Premium Lager,2426,Lager - European Pale,57,Oranjeboom Bierbrouwerij B. V.,Notes:,5.0,2.88,18,25,32,28,8,33,18,27,2,28,52,12,65,1,Oranjeboom Bierbrouwerij B. V. Oranjeboom Premium Lager,1
2176,Amstel Lager,2427,Lager - European Pale,57,Amstel Brouwerij B. V.,Notes:,5.0,2.63,18,25,14,25,4,21,26,7,0,6,32,3,62,1,Amstel Brouwerij B. V. Amstel Lager,1
2177,Sapporo Reserve,2428,Lager - European Pale,57,Sapporo Breweries Ltd.,Notes:,5.2,3.25,18,25,20,25,13,25,19,14,3,13,53,3,61,1,Sapporo Breweries Ltd. Sapporo Reserve,1
2178,Tennent's Lager,2429,Lager - European Pale,57,Tennent Caledonian Breweries,"Notes:First produced by Hugh Tennent at Wellpark in 1885, our flagship brand has long been established as Scotland's best-selling pint. Tennent's Lager is brewed to meticulously high standards, using exceptional ingredients and characterised by its clean taste and refreshingly crisp finish - best served ice cold. Having maintained its popularity in the face of changing tastes and fashions, Tennent's Lager has also earned widespread acclaim for its staunch commitment to football and music in Scotland.	",4.0,3.22,18,25,23,25,6,26,26,24,0,17,37,0,47,1,Tennent Caledonian Breweries Tennent's Lager,1
2179,Jupiler,2430,Lager - European Pale,57,Brasserie Piedboeuf,Notes:,5.2,2.96,18,25,12,28,3,29,25,4,0,8,36,1,47,1,Brasserie Piedboeuf Jupiler,1
2180,James Boag's Premium Lager,2431,Lager - European Pale,57,J. Boag & Son Brewing,Notes:,5.0,3.09,18,25,28,25,5,29,25,20,6,10,45,3,74,1,J. Boag & Son Brewing James Boag's Premium Lager,1
2182,Estrella Damm Daura,2433,Lager - European Pale,57,Damm S. A.,"Notes:Gluten-free (less than 6 ppm), but made using barley malt!	",5.4,3.19,18,25,24,30,3,29,23,11,5,15,55,6,72,1,Damm S. A. Estrella Damm Daura,1
2183,Original Organic Lager,2434,Lager - European Pale,57,Mill Street Brew Pub,"Notes:This 100% all natural certified Organic Lager is Ontario’s first organic lager, and contains no pesticides, insecticides, herbicides or chemical fertilizers. Brewed with imported malt and hops, this 4.2% European-style pilsner offers a light, crisp and refreshing flavour, with a clean finish.	",4.2,3.19,18,25,38,28,4,27,16,13,5,10,54,4,57,1,Mill Street Brew Pub Mill Street Original Organic Lager,1
2184,Sympathy For The Lager,2435,Lager - European Pale,57,Karbach Brewing Co.,Notes:,4.9,3.61,18,25,27,27,5,36,29,17,3,20,53,11,50,1,Karbach Brewing Co. Sympathy For The Lager,1
2185,Tuborg Pilsner Beer (Green / Grøn),2436,Lager - European Pale,57,Tuborgs Bryggerier A/S,Notes:,4.6,2.7,18,25,16,22,3,24,29,15,0,9,35,4,56,1,Tuborgs Bryggerier A/S Tuborg Pilsner Beer (Green / Grøn),1
2186,GösserBrauerei Göss (Brau Union),2437,Lager - European Pale,57,Brauerei Göss (Brau Union),Notes:,5.2,3.18,18,25,21,31,12,31,50,20,0,19,56,1,63,1,Brauerei Göss (Brau Union) Gösser,1
2187,Hite,2438,Lager - European Pale,57,Hite Brewery Company LTD,Notes:,4.5,2.47,18,25,16,21,7,16,14,4,1,2,19,4,41,1,Hite Brewery Company LTD Hite,1
2188,Yanjing Beer,2439,Lager - European Pale,57,Beijing Yanjing Beer Group Corporation,Notes:,4.7,2.57,18,25,22,21,2,24,31,12,1,14,35,3,47,1,Beijing Yanjing Beer Group Corporation Yanjing Beer,1
2190,Lech PremiumLech Browary Wielkopolski (SABMiller),2441,Lager - European Pale,57,Lech Browary Wielkopolski (SABMiller),Notes:,5.2,2.98,18,25,15,20,7,25,14,6,2,2,35,2,33,1,Lech Browary Wielkopolski (SABMiller) Lech Premium,1
2191,Baltika #5 Gold,2442,Lager - European Pale,57,Baltika Breweries,Notes:,5.3,2.79,18,25,21,25,8,22,35,9,3,8,52,6,68,1,Baltika Breweries Baltika #5 Gold,1
2192,Faxe Premium,2443,Lager - European Pale,57,Royal Unibrew A/S,Notes:Formerly called Faxe Premium Danish Lager	,5.0,2.88,18,25,18,25,5,40,26,6,0,6,49,4,54,1,Royal Unibrew A/S Faxe Premium Danish Lager,1
2195,Casablanca Beer,2446,Lager - European Pale,57,Brasseries Du Maroc,Notes:,5.0,2.87,18,25,15,22,4,21,33,10,2,11,38,1,51,1,Brasseries Du Maroc Casablanca Beer,1
2196,Cinco Estrellas,2447,Lager - European Pale,57,Mahou S.A.,Notes:,5.5,2.9,18,25,15,21,4,31,6,8,0,8,40,0,33,1,Mahou S.A. Cinco Estrellas,1
2197,Hinano,2448,Lager - European Pale,57,Brasserie de Tahiti S.A.,Notes:,5.0,2.88,18,25,11,14,3,16,17,16,0,20,25,1,32,1,Brasserie de Tahiti S.A. Hinano,1
2198,Pilsener,2449,Lager - European Pale,57,Browerij Nacional Balashi,"Notes:The beer has a deep golden color totally clear and transparent, with a bitterness which is soft to the tongue and nose however with an aroma of fresh hops, a short aftertaste and easy on foam. The combination of all feels fresh and smooth to the mouth when cold, perfect for Aruba's hot climate.	",5.0,2.84,18,25,26,23,1,16,35,14,1,10,21,1,50,1,Browerij Nacional Balashi Balashi,1
2199,Tuborg Premium Lager (Gold / Guld),2450,Lager - European Pale,57,Tuborgs Bryggerier A/S,"Notes:Different strengths are brewed for different markets: 5.0%, 5.3%, 5.5%, 5.8%.	",5.0,2.73,18,25,15,22,4,35,16,16,2,12,48,3,51,1,Tuborgs Bryggerier A/S Tuborg Premium Lager (Gold / Guld),1
2200,Elephant Beer,2451,Lager - European Strong,58,Carlsberg Danmark A/S,"Notes:Carlsberg Elephant is a so-called ’Bock Bier’, brewed for the first time in 1959. The ample use of malt gives Carlsberg Elephant a vinous and rich character with apple, melon, banana, and caramel flavours balanced with a dry bitterness and hints of oak, bark, nuts and pine needles. The colours is pale gold with white foam.The elephants on the beer’s label are inspired by the two pair life-size elephant statues, which form part of the main entrance to the Carlsberg Group’s headquarters in Copenhagen.	",7.2,2.84,15,40,11,30,36,41,60,18,0,21,48,7,68,1,Carlsberg Danmark A/S Elephant Beer,1
2201,Baltika #9 Extra (Strong),2452,Lager - European Strong,58,Baltika Breweries,Notes:,8.0,2.85,15,40,13,23,50,21,76,21,1,24,32,6,66,1,Baltika Breweries Baltika #9 Extra (Strong),1
2202,Warka Premium (Strong),2453,Lager - European Strong,58,Browary Warka Sp. z o.o.,Notes:,6.5,3.37,15,40,21,44,15,21,61,13,5,15,28,9,106,1,Browary Warka Sp. z o.o. Warka Strong,1
2203,Lion Imperial Premium Malt Pilsner,2454,Lager - European Strong,58,Ceylon / Lion Brewery Limited,Notes:,8.8,3.04,15,40,11,39,36,24,102,50,0,48,49,3,72,1,Ceylon / Lion Brewery Limited Lion Imperial Premium Malt Pilsner,1
2204,Reserva 1925,2455,Lager - European Strong,58,"Grupo Cervezas Alhambra, SL",Notes:,6.4,3.33,15,40,21,33,22,22,41,6,0,4,34,5,68,1,"Grupo Cervezas Alhambra, SL Reserva 1925",1
2206,Hevelius Kaper,2457,Lager - European Strong,58,Elbrewery Co. Ltd. Sp. z o.o.,Notes:,8.7,3.42,15,40,10,27,49,29,68,31,2,28,36,9,73,1,Elbrewery Co. Ltd. Sp. z o.o. Hevelius Kaper,1
2208,Lobster Lovers Beer,2459,Lager - European Strong,58,Rinkuškiai Alaus Darykloje,Notes:Red Label	,9.5,2.89,15,40,10,35,55,10,74,30,2,34,13,3,58,1,Rinkuškiai Alaus Darykloje Lobster Lovers Beer,1
2209,Okocim MocneBrowar Okocim S.A. (Carlsberg),2460,Lager - European Strong,58,Browar Okocim S.A. (Carlsberg),"Notes:Listed as ""Malt Liquor"" on some labels in the US, due to some US State laws.	",7.5,3.01,15,40,14,35,44,23,59,15,1,18,25,1,78,1,Browar Okocim S.A. (Carlsberg) Okocim Mocne,1
2210,Faxe Extra Strong,2461,Lager - European Strong,58,Royal Unibrew A/S,Notes:,10.0,2.26,15,40,9,36,77,33,59,31,1,36,31,4,32,1,Royal Unibrew A/S Faxe Extra Strong,1
2211,Christoffel Nobel,2462,Lager - European Strong,58,Bierbrouwerij Sint Christoffel B.V,"Notes:This golden-blond extra strong beer, with added fresh noble hop flowers during maturation of at least 10 weeks, is a unique beer, bottom fermented, unfiltered, and unpasteurized. Nobel refers to the varieties of noble hop species, selected because of their quality, which traditionally are low in bitterness and high in aroma. With 8.7% ABV, an attractive bitterness, a very pleasant hoppy Spalt, Saaz, or Golding aroma, and a slightly sweetish alcoholic aftertaste, we created a beer in a class of its own until the last swig.	",8.7,3.71,15,40,31,43,46,87,46,45,0,45,125,7,40,1,Bierbrouwerij Sint Christoffel B.V Christoffel Nobel,1
2212,Before-After Premium Lager (12% ABV),2463,Lager - European Strong,58,Rinkuškiai Alaus Darykloje,Notes:,12.0,2.64,15,40,12,43,74,20,91,28,0,30,24,2,87,1,Rinkuškiai Alaus Darykloje Before-After Premium Lager,1
2214,Bière Du Démon,2465,Lager - European Strong,58,Les Brasseurs de Gayant,Notes:,12.0,2.55,15,40,7,21,70,12,33,8,1,11,6,0,27,1,Les Brasseurs de Gayant Bière Du Démon,1
2216,Ceres Strong Ale ExportCeres Brewery (Royal Unibrew),2467,Lager - European Strong,58,Ceres Brewery (Royal Unibrew),"Notes:An alias for the ""Ceres Selection"" beer.	",7.7,3.13,15,40,7,26,59,27,35,12,0,9,29,4,52,1,Ceres Brewery (Royal Unibrew) Ceres Strong Ale Export,1
2217,Tennent's Super Strong Lager,2468,Lager - European Strong,58,Tennent Caledonian Breweries,Notes:,9.0,2.61,15,40,10,27,76,16,53,22,0,10,17,1,49,1,Tennent Caledonian Breweries Tennent's Super Strong Lager,1
2220,Kalnapilis 7.30,2471,Lager - European Strong,58,Alaus Darykla Kalnapilis,Notes: Also known as Kalnapilis Bock	,7.3,2.94,15,40,14,27,44,24,23,15,1,16,33,3,48,1,Alaus Darykla Kalnapilis Kalnapilis 7.30,1
2221,Grand 9.5 Beer,2472,Lager - European Strong,58,Gubernija Brewery,Notes:,9.5,2.53,15,40,13,37,62,22,83,24,6,30,30,17,52,1,Gubernija Brewery Gubernija Grand 9.5 Beer,1
2222,Boss Beer,2473,Lager - European Strong,58,BOSS Browar Witnica S.A.,Notes:,8.1,2.74,15,40,13,26,20,17,61,12,2,6,26,1,85,1,BOSS Browar Witnica S.A. Boss Beer,1
2223,Crest Super Premium Lager,2474,Lager - European Strong,58,Crest Brewing Company,Notes:,10.0,1.97,15,40,10,9,58,27,44,13,0,15,22,0,39,1,Crest Brewing Company Crest Super Premium Lager,1
2224,Žaibo,2475,Lager - European Strong,58,Rinkuškiai Alaus Darykloje,Notes:,9.5,2.72,15,40,7,28,49,13,92,40,1,40,15,12,44,1,Rinkuškiai Alaus Darykloje aibo,1
2226,Efes Extra,2477,Lager - European Strong,58,Anadolu Efes Brewery,Notes:,7.5,2.8,15,40,6,29,58,22,48,16,0,23,29,7,46,1,Anadolu Efes Brewery Efes Extra,1
2227,Tatra MocneZywiec Breweries PLC (Heineken),2478,Lager - European Strong,58,Zywiec Breweries PLC (Heineken),Notes:,7.8,3.05,15,40,11,20,36,19,40,9,1,10,33,3,53,1,Zywiec Breweries PLC (Heineken) Tatra,1
2228,Special Brew,2479,Lager - European Strong,58,Carlsberg Danmark A/S,Notes:,9.0,2.49,15,40,13,17,78,15,37,6,2,11,11,6,39,1,Carlsberg Danmark A/S Special Brew,1
2229,Gordon Finest GoldJohn Martin's (John Martin SA),2480,Lager - European Strong,58,John Martin's (John Martin SA),Notes:,10.0,3.16,15,40,3,24,48,24,32,15,0,14,29,8,41,1,John Martin's (John Martin SA) Gordon Finest Gold,1
2232,Arsenalnoye Krepkoye (Strong),2483,Lager - European Strong,58,Baltika Breweries,Notes:,7.0,2.74,15,40,12,27,27,22,65,16,0,19,34,2,34,1,Baltika Breweries Arsenalnoye Krepkoye (Strong),1
2233,"Amsterdam Navigator 8,4",2484,Lager - European Strong,58,Grolsch Bierbrouwerij N.V.,Notes:,8.4,2.44,15,40,1,19,19,18,63,13,0,15,20,2,30,1,"Grolsch Bierbrouwerij N.V. Amsterdam Navigator 8,4",1
2234,Cruzcampo Gran Reserva,2485,Lager - European Strong,58,Grupo Cruzcampo SA,Notes:100% Malt.	,6.4,3.16,15,40,1,12,16,11,8,1,0,1,14,0,18,1,Grupo Cruzcampo SA Cruzcampo Gran Reserve,1
2235,San Miguel Selecta,2486,Lager - European Strong,58,San Miguel Fabricas De Cervaza Y Maltas S.A.,Notes:,6.2,2.83,15,40,2,6,7,11,13,2,0,2,12,1,23,1,San Miguel Fabricas De Cervaza Y Maltas S.A. San Miguel Selecta,1
2236,X-Beer 33,2487,Lager - European Strong,58,Minipivovar U Medvídků,Notes:,12.6,3.57,15,40,1,33,38,9,68,24,0,27,6,1,36,1,Minipivovar U Medvídků X-Beer 33,1
2237,"Zhiguly Grande 9,5",2488,Lager - European Strong,58,Rinkuškiai Alaus Darykloje,Notes:,9.4,3.09,15,40,3,30,47,13,48,20,0,21,16,5,48,1,"Rinkuškiai Alaus Darykloje Zhiguly Grande 9,5",1
2238,Amstel Gold,2489,Lager - European Strong,58,Amstel Brouwerij B. V.,Notes:,7.0,3.02,15,40,3,6,11,9,10,1,0,3,10,4,10,1,Amstel Brouwerij B. V. Amstel Gold,1
2239,XO BeerBrasserie des Gabariers (L&L Cognac SA),2490,Lager - European Strong,58,Brasserie Des Gabariers (L&L Cognac SA),Notes:,8.0,3.31,15,40,17,26,53,18,75,19,0,43,19,12,43,1,Brasserie Des Gabariers (L&L Cognac SA) XO Beer,1
2240,Aiko,2491,Lager - European Strong,58,Rinkuškiai Alaus Darykloje,Notes:,9.5,3.11,15,40,7,35,54,26,64,21,0,20,35,9,67,1,Rinkuškiai Alaus Darykloje Aiko,1
2241,Moritz Epidor,2492,Lager - European Strong,58,"Cervezas Moritz, S.A.",Notes:,7.2,3.25,15,40,2,4,5,5,12,2,0,2,7,1,15,1,"Cervezas Moritz, S.A. Moritz Epidor",1
2243,Slavutich Mitzne,2494,Lager - European Strong,58,Slavutych Brewery,Notes:,7.2,2.78,15,40,17,35,45,24,56,27,3,30,28,5,64,1,Slavutych Brewery Slavutich Mitzne,1
2245,Yarpivo Strong (Krepkoye),2496,Lager - European Strong,58,Baltika Breweries,Notes:,7.2,2.68,15,40,13,32,42,17,27,1,0,1,21,2,47,1,Baltika Breweries Yarpivo Strong (Krepkoye),1
2246,Faxe Royal Strong,2497,Lager - European Strong,58,Royal Unibrew A/S,Notes:,8.6,2.7,15,40,10,27,32,18,41,16,0,14,33,3,31,1,Royal Unibrew A/S Faxe Strong,1
2247,Karpackie SuperBrowar Van Pur S.A. (Brau Union Polska),2498,Lager - European Strong,58,Browar Van Pur S.A. (Brau Union Polska),Notes:,9.0,2.93,15,40,8,23,40,12,62,21,0,29,18,6,44,1,Browar Van Pur S.A. (Brau Union Polska) Karpackie,1
2248,Gulpener Gladiator Robuust Bier,2499,Lager - European Strong,58,Gulpener Bierbrouwerij B.V.,Notes:,10.0,2.84,15,40,7,15,25,14,17,10,0,10,16,0,26,1,Gulpener Bierbrouwerij B.V. Gulpener Gladiator Robuust Bier,1
2249,Primátor 21% Rytírský (Knight's Lager),2500,Lager - European Strong,58,Pivovar Náchod a.s.,Notes:,9.0,3.46,15,40,12,33,38,26,74,22,0,24,22,6,40,1,Pivovar Náchod a.s. Primátor 21% Rytírský (Knight's Lager),1
2250,Original Helles,2501,Lager - Helles,59,Bayerische Staatsbrauerei Weihenstephan,"Notes:A good beer takes its time. The long storage makes our yellow bright lager, “Original”, a flavourful beer enjoyed with fine poured, white foam. With a mild hoppy note and its pleasant fresh spicy taste, it goes very well with salads, poultry, stews or with a hearty snack. Brewed according to our centuries-old brewing tradition on the Weihenstephan hill.	",5.1,4.12,18,25,30,32,7,37,24,8,2,7,65,17,60,1,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Original,1
2251,Hofbräu Original,2502,Lager - Helles,59,Hofbräuhaus München,Notes:,5.1,3.83,18,25,20,49,5,39,21,6,3,9,88,8,84,1,Hofbräuhaus München Hofbräu Original,1
2252,Spaten Münchner Hell (München/Premium Lager),2503,Lager - Helles,59,Spaten-Franziskaner-Bräu,"Notes:Marketed as ""München"" in the UK and ""Premium Lager"" in the USA.	",5.2,3.7,18,25,15,24,6,29,26,15,0,18,64,8,61,1,Spaten-Franziskaner-Bräu Spaten Münchner Hell (Premium Lager),1
2253,Two Women Lager,2504,Lager - Helles,59,New Glarus Brewing Company,"Notes:The collaboration of two Craft companies both led by women, New Glarus Brewing and Weyermann Malting, is unique. You hold the result “Two Women” a Classic Country Lager brewed with Weyermann’s floor malted Bohemian malt and Hallertau Mittelfrueh hops. A tempting and graceful classic lager found…Only in Wisconsin!	",5.0,3.85,18,25,32,35,6,42,33,8,3,8,69,5,108,1,New Glarus Brewing Company Two Women Lager,1
2254,Hell Lager,2505,Lager - Helles,59,Surly Brewing Company,"Notes:Not unlike a Zwickel Bier from Germany, Hell is not filtered and fermented with lager yeast. American hops takes a back seat to the Pils malt sweetness and fresh bread aroma. The color is well... hell (Deutsch for light). It's fiendishly drinkable, and you don't have to sell your soul to get another.	",5.0,3.84,18,25,44,48,19,83,37,57,13,50,122,10,138,1,Surly Brewing Company Hell,1
2255,Münchner Hell (Original Munich Lager),2506,Lager - Helles,59,Paulaner Brauerei GmbH & Co. KG,"Notes:Known as ""Munich Lager"" or ""Original Munich Lager"" outside of Germany.Our Original Munich Lager is a true classic with its clear and bright gold sparkling hue, crowned by a pure white head. A beer which always goes down well: mild, elegant malts, with a hint of sweetness and a soft hint of hops in the background. This Munich beer is ideal to accompany spare ribs and spicy dishes. Just try it!	",4.9,3.77,18,25,31,30,8,18,40,17,10,18,29,7,74,1,Paulaner Brauerei GmbH & Co. KG Paulaner Original Münchner,1
2256,Victory Helles Lager,2507,Lager - Helles,59,Victory Brewing Company,Notes:Formerly Victory Lager	,4.8,3.61,18,25,23,27,7,33,38,25,4,32,67,12,54,1,Victory Brewing Company Victory Lager,1
2257,Löwenbräu Original,2508,Lager - Helles,59,Löwenbräu AG,Notes:,5.2,3.31,18,25,22,29,7,31,19,9,5,10,60,7,56,1,Löwenbräu AG Löwenbräu Original,1
2258,Aecht Schlenkerla Helles Lagerbier,2509,Lager - Helles,59,Brauerei Heller-Trum / Schlenkerla,Notes:“Schlenkerla Helles” is brewed with fine Bavarian aroma hops from the area around the city of Nürnberg. It's lagered in century old caves underneath the historic Schlenkerla brewery and maltings. Schlenkerla Helles is boiled in the same copper kettles and bottom fermented by the same yeast as the historic Schlenkerla Smokebeer. Its subtle smokiness without using smoke malt makes “Helles Schlenkerla Lager” a unique representative of the classic lager beer style “Bavarian Helles”.	,4.3,3.98,18,25,19,23,7,30,18,13,4,12,50,89,59,1,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Helles Lagerbier,1
2259,Hotter Than Helles Lager,2510,Lager - Helles,59,Cigar City Brewing,Notes:Our Munich Lager is a nod to the thirst quenching lagers of Germany. Our Helles has a sweet malt expression that is balanced by floral bitterness from the use of German Hallertaur Mittelfruh hops. A very refreshing beer that will also entice you by its subtle complexity and drinkability.	,5.0,3.61,18,25,35,18,5,40,29,24,0,22,62,16,53,1,Cigar City Brewing Hotter Than Helles,1
2260,Hacker-Pschorr Münchner Gold,2511,Lager - Helles,59,Hacker-Pschorr Bräu GmbH,"Notes:At the end of the 19th century, Munich took great pleasure in two new beaming additions to the city; the golden Angel of Peace and the first lager beer specialty, Munich Gold. Still brewed by us to this day according to the age-old recipe, this slightly stronger beer is a mature masterpiece and delights with its enticing malty aroma and its slightly stronger original wort.	",5.5,3.72,18,25,26,38,6,34,48,11,2,10,59,12,85,1,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Münchner Gold,1
2261,Gorch Fock,2512,Lager - Helles,59,Three Floyds Brewing Co. & Brewpub,"Notes:A light golden colored Franconian style Helles Lager. With a slightly sweet malt body, a noble hop profile and a crisp finish this beer is as traditional as we’ll ever get.	",5.0,3.71,18,25,28,41,10,43,51,27,2,26,63,9,79,1,Three Floyds Brewing Co. & Brewpub Gorch Fock,1
2262,Bikini Blonde Lager,2513,Lager - Helles,59,Maui Brewing Co.,"Notes:A clean, crisp & refreshing Helles, perfect any time.18 IBU	",5.1,3.62,18,25,54,32,8,35,33,18,11,16,66,14,76,1,Maui Brewing Co. Bikini Blonde Lager,1
2263,Longfin Lager,2514,Lager - Helles,59,Ballast Point Brewing Company,"Notes:Our Longfin Lager has become one of the go-to beers with the team at the brewery. A solidly balanced Helles that finishes clean with a hint of hops, it would easily fit in at any German beer garden. But we think it’s perfect for enjoying on the beach, the boat or anywhere else you can put an ice chest full of beer.	",4.5,3.62,18,25,34,19,2,32,18,6,1,9,51,6,48,1,Ballast Point Brewing Company Longfin Lager,1
2264,Gold Lager,2515,Lager - Helles,59,Stoudts Brewing Co.,"Notes:AKA ""McGillin's Genuine Lager"" and ""Golden Helles Lager""	",4.7,3.94,18,25,37,33,4,30,17,17,5,12,53,7,76,1,Stoudts Brewing Co. Stoudt's Gold Lager,1
2268,Stiegl Goldbräu,2519,Lager - Helles,59,Stieglbrauerei zu Salzburg GmbH,Notes:,5.0,3.53,18,25,30,29,5,37,26,4,6,6,59,3,75,1,Stieglbrauerei zu Salzburg GmbH Stiegl Goldbräu,1
2271,Helles Golden Lager,2522,Lager - Helles,59,Sly Fox Brewing Company,Notes:German Pils malt / Saaz & Hallertauer M. Hops18 IBU	,4.9,3.69,18,25,27,17,6,38,37,13,1,15,58,4,59,1,Sly Fox Brewing Company Helles Golden Lager,1
2273,Estrella Galicia Especial,2524,Lager - Helles,59,"Hijos De Rivera, S.A.","Notes:Nace en 1972 como la Especial Rivera. Pronto se convirtió en la cerveza más representativa de la Compañía. Elaborada a partir de un mosto específico, en el único centro de producción de Hijos de Rivera, en A Coruña. Los Maestros Cerveceros emplean en su fabricación aproximadamente un mes de trabajo, el 50% del cual se dedica a su guarda en frío. Cerveza dorada y brillante. Excelente balance aromático entre las maltas y lúpulos. En boca ligeramente floral y herbal, de calidez moderada y con una intensa y prolongada sensación lupulada.Born in 1972 as “Especial Rivera”, it would soon become Company’s most representative beer. Brewed by Hijos de Rivera’s Brewmasters in the only Company’s brewery placed in A Coruña. It takes a whole month to be brewed, half of it inside the maturing tanks. Golden color. Clean and bright. Excellent aromatic balance between malts and hops. Lightly floral and herbal flavors, with a moderate warm mouthfeel, and an intense hoppy bitter taste that lingers in the mouth.	",5.5,2.98,18,25,25,30,7,48,22,14,4,6,81,6,85,1,"Hijos De Rivera, S.A. Estrella Galicia",1
2274,Firestone Lager,2525,Lager - Helles,59,Firestone Walker Brewing Co.,"Notes:We created our first Firestone Lager in 2000, and it proved to be well ahead of its time. Now it's back, new and improved, for those who finally want a better lager.In a craft world dominated by hoppy beers, we have gone back to basics with Firestone Lager. this is our hardest beer to make--and our easiest one to drink. Made in the classic all-malt Munich Helles style, Firestone Lager demands technical perfection from our brewing team, with a transparent canvas that would otherwise reveal the smallest flaw. Gambrinus pilsner malt establishes a crisp, dry base with a soft mouthfeel, while noble German hops provide just a whisper of bitterness. The result is an impossibly smooth and immensely drinkable beer that aims to help redefine American Lager. In the words of Brewmaster Matt Brynildson, ""Firestone Lager is made for drinking, not thinking. It's all about enjoying a good, clean beer.""	",4.5,3.92,18,25,46,29,2,45,32,7,3,12,65,4,66,1,Firestone Walker Brewing Co. Firestone Lager,1
2275,Penn Gold,2526,Lager - Helles,59,Pennsylvania Brewing Company,"Notes:Nationally acclaimed as the best Munich-style beer made in America. Penn Gold is a light-colored, medium bodied lager beer with a delicate hop aroma.	",4.5,3.8,18,25,35,40,9,49,43,26,3,26,74,9,80,1,Pennsylvania Brewing Company Penn Gold,1
2276,Henninger Premium Lager,2527,Lager - Helles,59,Henninger Bräu AG,Notes:,4.8,3.02,18,25,18,24,10,26,22,13,3,6,48,7,74,1,Henninger Bräu AG Henninger Premium Lager,1
2277,Gold Leaf Lager,2528,Lager - Helles,59,Devils Backbone Brewing Company,"Notes:Golden Lager.While Gold Leaf is on the lighter side, it takes five weeks to perfect this traditional German-style lager. An homage to the days when beers were made 100% from malted barley, Gold Leaf is brewed with four European malts tempered with a touch of three imported hops. Plus, it’s got subtle bready notes. And since it’s not super hoppy or dark, this beer doesn’t hide any flavor inconsistencies. That just keeps us honest.Malts: Pilsner, Weyermann Pilsner, Vienna, Acidulated MaltHops: Northern Brewer, Saaz, TettnangIBU: 21COLOR: Gold	",4.5,3.57,18,25,35,30,3,46,32,16,6,18,66,9,72,1,Devils Backbone Brewing Company Gold Leaf Lager,1
